Crop,State,Season,Quantity (kg),Price per kg (₹),Total Value (₹)
Rice,Punjab,Rabi,3448,31.06,107104.28
Cotton,Punjab,Rabi,4812,28.35,136424.06
Maize,Tamil Nadu,Rabi,1179,16.17,19061.46
Maize,Karnataka,Rabi,4748,20.11,95481.44
Wheat,Karnataka,Kharif,3649,25.13,91685.6
Rice,Gujarat,Kharif,1371,25.33,34727.49
Maize,Karnataka,Rabi,2268,32.69,74144.75
Soybean,Gujarat,Kharif,2837,28.83,81787.2
Soybean,Karnataka,Kharif,2431,33.5,81427.73
Wheat,Tamil Nadu,Kharif,2195,22.42,49216.57
Soybean,Gujarat,Rabi,3511,21.6,75843.75
Maize,Maharashtra,Rabi,3496,20.18,70544.53
Rice,Punjab,Rabi,2433,20.49,49862.89
Wheat,Gujarat,Kharif,3302,34.31,113280.66
Wheat,Punjab,Kharif,2702,28.28,76406.14
Rice,Gujarat,Rabi,3955,31.79,125729.68
Cotton,Gujarat,Kharif,1370,18.96,25980.87
Rice,Karnataka,Rabi,958,26.06,24966.2
Wheat,Tamil Nadu,Rabi,1939,30.86,59829.16
Soybean,Punjab,Rabi,4816,15.38,74084.58
Wheat,Karnataka,Kharif,1483,18.86,27965.74
Maize,Tamil Nadu,Kharif,4615,19.93,91989.03
Wheat,Punjab,Rabi,3519,21.33,75049.7
Soybean,Karnataka,Kharif,742,23.6,17513.89
Rice,Karnataka,Rabi,2969,22.63,67185.14
Rice,Karnataka,Rabi,2467,28.52,70356.02
Cotton,Punjab,Kharif,2283,20.97,47885.07
Rice,Gujarat,Rabi,1243,19.09,23735.0
Wheat,Punjab,Kharif,3912,31.21,122074.56
Cotton,Tamil Nadu,Kharif,944,27.75,26192.0
Maize,Punjab,Kharif,4682,29.24,136907.0
Cotton,Maharashtra,Kharif,3933,15.2,59767.29
Maize,Tamil Nadu,Kharif,4091,25.36,103766.95
Soybean,Tamil Nadu,Rabi,3317,19.48,64604.23
Maize,Tamil Nadu,Rabi,1955,31.74,62058.14
Cotton,Maharashtra,Kharif,1805,31.92,57615.28
Rice,Punjab,Kharif,2037,30.62,62363.85
Rice,Gujarat,Kharif,925,17.17,15880.36
Soybean,Gujarat,Kharif,2129,34.93,74360.44
Rice,Karnataka,Kharif,1685,33.04,55679.45
Cotton,Gujarat,Rabi,2146,23.98,51467.89
Cotton,Maharashtra,Kharif,4202,26.98,113381.5
Wheat,Karnataka,Kharif,1858,20.37,37843.72
Maize,Tamil Nadu,Kharif,1317,24.29,31984.54
Maize,Karnataka,Kharif,1151,23.35,26878.85
Cotton,Karnataka,Kharif,1309,28.53,37346.85
Wheat,Tamil Nadu,Kharif,3971,17.02,67569.97
Maize,Punjab,Kharif,3852,34.91,134490.79
Cotton,Gujarat,Rabi,2260,24.51,55396.06
Cotton,Punjab,Kharif,2162,29.36,63473.4
Cotton,Maharashtra,Kharif,2556,33.76,86282.51
Wheat,Maharashtra,Rabi,2449,30.57,74863.71
Cotton,Punjab,Kharif,2414,20.96,50601.03
Wheat,Karnataka,Rabi,1551,31.01,48091.22
Soybean,Tamil Nadu,Rabi,1388,23.16,32150.21
Cotton,Gujarat,Kharif,4429,27.64,122430.29
Rice,Tamil Nadu,Rabi,1054,15.25,16074.73
Soybean,Maharashtra,Rabi,2448,30.18,73882.53
Cotton,Maharashtra,Kharif,1260,34.15,43025.6
Wheat,Tamil Nadu,Rabi,2117,19.69,41678.65
Maize,Gujarat,Rabi,824,20.48,16874.66
Rice,Gujarat,Rabi,3909,26.02,101727.79
Rice,Tamil Nadu,Rabi,4195,16.66,69878.17
Rice,Punjab,Kharif,2388,19.89,47501.34
Cotton,Gujarat,Kharif,3868,17.7,68467.45
Soybean,Gujarat,Rabi,4677,20.64,96541.45
Wheat,Punjab,Kharif,747,21.12,15773.79
Soybean,Punjab,Kharif,636,27.76,17658.28
Maize,Gujarat,Kharif,4824,31.25,150737.84
Soybean,Tamil Nadu,Rabi,4551,20.49,93248.66
Soybean,Punjab,Rabi,2660,28.8,76616.46
Soybean,Maharashtra,Kharif,2446,19.88,48630.76
Rice,Karnataka,Rabi,1666,33.47,55768.14
Cotton,Gujarat,Rabi,2908,31.57,91812.05
Maize,Gujarat,Kharif,3652,19.94,72817.97
Rice,Karnataka,Kharif,2781,16.78,46670.37
Rice,Punjab,Kharif,3830,32.56,124714.96
Maize,Gujarat,Kharif,3756,22.28,83669.3
Wheat,Punjab,Rabi,4814,28.31,136293.83
Cotton,Tamil Nadu,Rabi,1777,29.18,51860.13
Rice,Gujarat,Rabi,2983,15.2,45355.1
Rice,Karnataka,Rabi,3554,17.91,63653.25
Maize,Punjab,Kharif,3543,23.8,84317.14
Soybean,Punjab,Rabi,3811,16.58,63178.97
Maize,Gujarat,Kharif,2652,17.42,46187.82
Soybean,Gujarat,Kharif,4158,33.59,139669.46
Cotton,Karnataka,Rabi,2155,19.75,42561.42
Maize,Punjab,Rabi,4038,18.54,74854.53
Soybean,Punjab,Rabi,659,15.49,10211.04
Wheat,Karnataka,Kharif,633,26.24,16608.25
Rice,Maharashtra,Rabi,1883,19.64,36989.54
Wheat,Tamil Nadu,Kharif,4134,34.87,144142.63
Cotton,Maharashtra,Kharif,1217,31.88,38803.21
Soybean,Maharashtra,Kharif,976,21.67,21152.95
Soybean,Punjab,Rabi,3520,31.96,112506.86
Soybean,Tamil Nadu,Rabi,2714,27.79,75424.34
Cotton,Punjab,Rabi,1410,19.08,26902.61
Rice,Gujarat,Kharif,2371,24.79,58774.12
Wheat,Tamil Nadu,Kharif,4322,29.25,126403.87
Cotton,Gujarat,Rabi,1784,25.67,45790.94
Rice,Punjab,Kharif,4957,17.41,86288.65
Rice,Tamil Nadu,Rabi,3666,18.46,67668.76
Rice,Maharashtra,Kharif,2959,15.58,46108.96
Soybean,Tamil Nadu,Kharif,3768,15.4,58008.7
Cotton,Maharashtra,Kharif,1033,29.54,30514.45
Maize,Karnataka,Kharif,2563,27.37,70154.56
Soybean,Tamil Nadu,Kharif,660,33.75,22275.02
Wheat,Maharashtra,Rabi,4092,29.16,119324.57
Cotton,Maharashtra,Kharif,991,18.56,18388.54
Cotton,Tamil Nadu,Kharif,3078,15.57,47918.83
Maize,Karnataka,Rabi,2992,20.87,62435.2
Soybean,Tamil Nadu,Kharif,2447,25.02,61232.71
Soybean,Tamil Nadu,Rabi,4478,23.22,103962.15
Rice,Karnataka,Kharif,3250,17.14,55716.28
Rice,Gujarat,Rabi,1409,18.66,26286.09
Maize,Punjab,Kharif,4418,34.47,152266.83
Soybean,Maharashtra,Rabi,4478,19.21,86025.37
Rice,Gujarat,Rabi,844,29.17,24621.26
Cotton,Tamil Nadu,Rabi,3680,21.01,77322.32
Maize,Gujarat,Rabi,4263,21.44,91385.65
Maize,Punjab,Kharif,534,19.61,10469.87
Wheat,Karnataka,Rabi,2511,27.77,69721.91
Soybean,Maharashtra,Kharif,1001,18.91,18929.77
Maize,Karnataka,Rabi,2831,21.84,61836.42
Soybean,Punjab,Kharif,3702,31.88,118036.12
Wheat,Karnataka,Kharif,2275,31.96,72718.45
Cotton,Karnataka,Kharif,3346,23.13,77404.66
Soybean,Maharashtra,Kharif,2901,20.52,59542.2
Soybean,Maharashtra,Rabi,4510,20.11,90684.87
Soybean,Gujarat,Kharif,3739,23.34,87281.01
Wheat,Tamil Nadu,Kharif,2383,28.07,66890.04
Maize,Maharashtra,Rabi,1198,32.79,39282.62
Cotton,Karnataka,Kharif,1450,24.92,36127.49
Soybean,Maharashtra,Rabi,803,23.67,19003.31
Soybean,Punjab,Kharif,2681,30.77,82501.61
Wheat,Punjab,Rabi,4252,31.33,133214.93
Rice,Maharashtra,Rabi,4082,20.28,82796.46
Rice,Punjab,Kharif,3226,19.18,61886.96
Soybean,Punjab,Rabi,1425,22.69,32336.25
Maize,Maharashtra,Kharif,3057,28.89,88308.32
Maize,Punjab,Kharif,2620,34.33,89955.75
Wheat,Karnataka,Kharif,2182,26.02,56767.85
Soybean,Karnataka,Kharif,2530,16.7,42238.38
Cotton,Maharashtra,Kharif,4263,31.39,133836.8
Cotton,Gujarat,Kharif,3212,22.85,73404.14
Cotton,Punjab,Rabi,1460,28.28,41290.7
Soybean,Tamil Nadu,Kharif,2144,32.55,69780.01
Maize,Gujarat,Kharif,2631,15.4,40529.25
Maize,Karnataka,Kharif,2800,18.23,51038.81
Wheat,Maharashtra,Kharif,2804,26.94,75549.33
Rice,Punjab,Kharif,3698,20.42,75513.61
Maize,Karnataka,Kharif,2952,18.03,53212.07
Soybean,Punjab,Kharif,3370,27.61,93052.75
Maize,Punjab,Rabi,2176,30.52,66418.08
Cotton,Gujarat,Kharif,3718,31.13,115743.95
Cotton,Tamil Nadu,Rabi,864,31.2,26957.07
Soybean,Karnataka,Rabi,3854,19.71,75953.16
Wheat,Punjab,Rabi,4617,29.01,133956.5
Maize,Gujarat,Rabi,1642,27.4,44988.05
Wheat,Punjab,Kharif,2100,23.42,49177.99
Rice,Punjab,Kharif,2474,22.28,55120.01
Maize,Gujarat,Kharif,4310,23.45,101075.17
Cotton,Gujarat,Rabi,768,18.67,14340.03
Soybean,Maharashtra,Rabi,665,34.39,22866.37
Cotton,Karnataka,Rabi,2177,21.45,46696.26
Rice,Karnataka,Rabi,3080,21.2,65282.01
Maize,Karnataka,Rabi,872,33.19,28938.42
Rice,Gujarat,Rabi,2292,20.49,46959.13
Wheat,Maharashtra,Kharif,2938,18.64,54765.67
Soybean,Punjab,Rabi,1121,20.24,22684.19
Maize,Punjab,Rabi,1229,28.82,35421.8
Rice,Punjab,Rabi,1916,18.96,36319.04
Maize,Maharashtra,Rabi,4541,19.33,87760.63
Wheat,Gujarat,Rabi,2178,22.54,49095.97
Rice,Karnataka,Kharif,2779,32.17,89401.86
Cotton,Karnataka,Rabi,4394,19.14,84079.72
Rice,Maharashtra,Kharif,1016,30.98,31478.82
Soybean,Gujarat,Rabi,4020,34.81,139933.1
Rice,Tamil Nadu,Rabi,3158,31.45,99320.65
Cotton,Karnataka,Kharif,694,16.4,11379.14
Cotton,Gujarat,Kharif,3824,32.58,124592.02
Soybean,Gujarat,Rabi,517,18.78,9707.99
Maize,Karnataka,Kharif,4564,16.65,76006.0
Cotton,Maharashtra,Kharif,2580,33.45,86292.96
Cotton,Karnataka,Kharif,2453,18.97,46525.34
Soybean,Maharashtra,Rabi,2211,21.37,47257.24
Soybean,Tamil Nadu,Kharif,4737,31.8,150635.64
Maize,Maharashtra,Rabi,3861,20.71,79967.59
Wheat,Karnataka,Rabi,1395,28.57,39859.36
Rice,Gujarat,Rabi,2373,20.08,47659.87
Cotton,Karnataka,Kharif,3810,34.55,131649.54
Soybean,Tamil Nadu,Kharif,3697,26.35,97430.41
Wheat,Tamil Nadu,Rabi,3333,34.61,115346.91
Rice,Maharashtra,Kharif,3712,16.82,62445.77
Soybean,Maharashtra,Rabi,506,29.8,15078.68
Cotton,Gujarat,Kharif,4356,15.59,67931.4
Wheat,Tamil Nadu,Kharif,1432,20.65,29574.01
Cotton,Tamil Nadu,Rabi,1812,34.29,62130.87
Rice,Punjab,Kharif,2633,17.15,45151.31
Wheat,Punjab,Kharif,3541,28.54,101071.42
Maize,Karnataka,Kharif,4149,26.41,109588.69
Maize,Gujarat,Kharif,4765,26.06,124173.04
Soybean,Gujarat,Rabi,1983,30.53,60537.66
Maize,Karnataka,Kharif,4393,34.98,153670.19
Soybean,Maharashtra,Rabi,3577,34.64,123903.99
Cotton,Maharashtra,Kharif,1965,32.23,63332.03
Wheat,Tamil Nadu,Kharif,1372,21.34,29283.02
Wheat,Maharashtra,Kharif,1511,28.69,43348.51
Wheat,Maharashtra,Kharif,614,33.3,20445.64
Maize,Gujarat,Rabi,4299,18.92,81353.31
Cotton,Punjab,Kharif,687,24.89,17100.32
Soybean,Karnataka,Rabi,731,18.65,13629.66
Cotton,Gujarat,Rabi,3659,27.96,102311.66
Wheat,Tamil Nadu,Kharif,3073,21.83,67093.03
Maize,Tamil Nadu,Kharif,4351,22.26,96839.08
Cotton,Tamil Nadu,Rabi,2831,25.44,72032.17
Rice,Gujarat,Rabi,1811,18.91,34249.77
Wheat,Gujarat,Rabi,3074,16.34,50235.65
Rice,Maharashtra,Rabi,3138,28.02,87934.84
Cotton,Tamil Nadu,Kharif,4605,29.33,135049.0
Rice,Gujarat,Rabi,1187,20.0,23744.44
Wheat,Karnataka,Kharif,842,26.69,22471.67
Rice,Tamil Nadu,Kharif,1187,27.85,33054.39
Soybean,Punjab,Rabi,2044,27.05,55284.32
Rice,Tamil Nadu,Rabi,1581,33.17,52445.93
Rice,Tamil Nadu,Rabi,502,18.53,9300.08
Maize,Punjab,Rabi,3283,15.51,50926.5
Soybean,Tamil Nadu,Kharif,1739,22.77,39595.05
Cotton,Karnataka,Kharif,3800,28.47,108169.2
Wheat,Punjab,Kharif,4364,27.53,120119.62
Rice,Tamil Nadu,Kharif,3383,32.2,108927.49
Soybean,Tamil Nadu,Kharif,3779,24.13,91203.07
Cotton,Punjab,Kharif,4590,24.09,110554.85
Wheat,Tamil Nadu,Kharif,1996,27.47,54829.02
Maize,Tamil Nadu,Rabi,2066,34.11,70463.21
Cotton,Gujarat,Kharif,1996,28.11,56110.46
Cotton,Maharashtra,Kharif,3965,22.56,89449.47
Rice,Punjab,Kharif,4710,15.26,71873.79
Cotton,Punjab,Kharif,1065,19.48,20750.94
Rice,Maharashtra,Kharif,4888,26.99,131945.55
Maize,Punjab,Kharif,1431,23.8,34063.1
Cotton,Punjab,Rabi,4348,18.67,81197.09
Rice,Punjab,Rabi,4212,29.77,125373.23
Wheat,Karnataka,Kharif,1417,26.81,37992.91
Rice,Punjab,Rabi,3299,24.05,79355.99
Maize,Gujarat,Rabi,1201,29.92,35932.34
Wheat,Tamil Nadu,Kharif,4870,20.48,99721.79
Cotton,Karnataka,Kharif,2243,26.35,59100.28
Cotton,Tamil Nadu,Kharif,732,22.66,16587.81
Maize,Maharashtra,Rabi,4227,18.7,79051.11
Cotton,Maharashtra,Rabi,1399,31.3,43794.81
Rice,Karnataka,Kharif,909,21.34,19398.37
Wheat,Maharashtra,Kharif,3714,21.59,80191.97
Wheat,Gujarat,Kharif,2349,16.42,38569.68
Maize,Tamil Nadu,Kharif,3565,21.79,77670.67
Cotton,Tamil Nadu,Rabi,1323,16.34,21621.88
Cotton,Gujarat,Kharif,4926,30.58,150660.86
Soybean,Karnataka,Rabi,2815,23.93,67349.04
Rice,Karnataka,Kharif,4000,32.74,130963.57
Rice,Tamil Nadu,Rabi,1506,28.43,42808.41
Maize,Karnataka,Rabi,1718,28.19,48425.32
Rice,Tamil Nadu,Kharif,3256,32.51,105844.84
Rice,Karnataka,Kharif,4605,21.11,97200.28
Cotton,Maharashtra,Rabi,2586,30.55,79008.22
Wheat,Punjab,Rabi,1154,17.88,20636.83
Soybean,Tamil Nadu,Rabi,2139,26.0,55614.55
Rice,Karnataka,Rabi,3137,28.18,88406.79
Wheat,Punjab,Rabi,2323,22.29,51769.4
Wheat,Maharashtra,Kharif,3503,17.36,60806.73
Soybean,Tamil Nadu,Kharif,3407,26.06,88769.54
Maize,Tamil Nadu,Kharif,703,19.61,13788.25
Soybean,Punjab,Rabi,4620,27.21,125704.95
Cotton,Gujarat,Kharif,2203,24.52,54010.59
Soybean,Karnataka,Kharif,2110,21.86,46124.53
Cotton,Karnataka,Rabi,523,18.08,9456.48
Cotton,Karnataka,Rabi,2309,16.02,36992.83
Soybean,Tamil Nadu,Kharif,1446,34.9,50466.22
Cotton,Punjab,Rabi,3277,28.81,94401.52
Rice,Tamil Nadu,Kharif,1783,34.51,61526.53
Rice,Maharashtra,Kharif,2279,18.8,42853.36
Maize,Gujarat,Kharif,3079,20.78,63967.16
Cotton,Maharashtra,Rabi,2032,22.63,45986.83
Wheat,Punjab,Kharif,1299,25.42,33017.33
Wheat,Karnataka,Rabi,3491,23.92,83490.62
Rice,Gujarat,Kharif,577,27.98,16145.48
Rice,Gujarat,Rabi,4401,24.73,108824.18
Maize,Gujarat,Rabi,866,29.88,25876.35
Soybean,Maharashtra,Kharif,913,16.88,15408.2
Wheat,Punjab,Rabi,1461,32.22,47079.18
Soybean,Tamil Nadu,Kharif,4682,17.66,82703.59
Soybean,Gujarat,Kharif,927,31.06,28790.97
Wheat,Karnataka,Kharif,1787,26.22,46860.87
Cotton,Karnataka,Kharif,4410,15.48,68263.77
Rice,Karnataka,Kharif,4934,32.44,160045.56
Wheat,Punjab,Rabi,4791,17.35,83136.73
Wheat,Punjab,Kharif,4947,15.64,77377.35
Cotton,Maharashtra,Kharif,504,30.07,15154.51
Rice,Karnataka,Rabi,638,32.09,20472.62
Maize,Tamil Nadu,Kharif,1241,28.37,35210.29
Cotton,Tamil Nadu,Kharif,1408,23.27,32757.24
Wheat,Punjab,Kharif,518,21.29,11029.57
Maize,Karnataka,Kharif,4248,32.12,136446.54
Rice,Punjab,Rabi,4144,19.48,80716.44
Soybean,Tamil Nadu,Rabi,4648,28.09,130546.58
Cotton,Tamil Nadu,Rabi,3295,16.44,54171.05
Wheat,Tamil Nadu,Kharif,1182,26.38,31182.36
Soybean,Karnataka,Rabi,2569,28.11,72203.19
Maize,Tamil Nadu,Kharif,2672,15.02,40135.78
Rice,Maharashtra,Kharif,2763,30.28,83651.1
Maize,Punjab,Kharif,4441,33.65,149434.32
Cotton,Tamil Nadu,Kharif,1503,29.63,44526.48
Maize,Gujarat,Kharif,2841,34.71,98607.09
Maize,Tamil Nadu,Kharif,3965,25.79,102271.71
Cotton,Punjab,Rabi,1016,28.5,28954.89
Rice,Punjab,Kharif,758,16.44,12463.12
Maize,Maharashtra,Rabi,1751,18.81,32938.86
Cotton,Punjab,Kharif,1652,30.81,50889.91
Wheat,Gujarat,Kharif,2268,20.27,45981.05
Maize,Maharashtra,Kharif,863,31.17,26902.09
Cotton,Gujarat,Kharif,1877,32.97,61882.44
Rice,Gujarat,Kharif,3726,33.98,126607.88
Wheat,Tamil Nadu,Kharif,647,33.12,21430.83
Maize,Tamil Nadu,Rabi,3631,24.49,88911.04
Rice,Tamil Nadu,Rabi,1490,29.08,43325.39
Maize,Gujarat,Rabi,3754,26.79,100575.48
Wheat,Maharashtra,Kharif,2170,34.18,74169.84
Cotton,Gujarat,Rabi,967,24.66,23843.56
Soybean,Karnataka,Rabi,4635,16.66,77201.88
Cotton,Punjab,Kharif,3717,18.22,67731.09
Cotton,Punjab,Kharif,4380,24.76,108445.27
Cotton,Maharashtra,Rabi,1184,18.19,21535.93
Soybean,Karnataka,Rabi,3528,28.56,100766.18
Wheat,Karnataka,Rabi,4827,31.15,150361.2
Maize,Punjab,Rabi,1430,24.0,34315.26
Soybean,Tamil Nadu,Kharif,762,17.75,13527.81
Cotton,Gujarat,Rabi,1331,20.0,26623.67
Soybean,Punjab,Rabi,3655,30.78,112509.72
Maize,Punjab,Rabi,2965,34.99,103740.82
Maize,Punjab,Kharif,4642,18.02,83662.93
Cotton,Karnataka,Kharif,4014,26.82,107652.14
Rice,Karnataka,Kharif,4308,15.53,66901.5
Soybean,Maharashtra,Rabi,4052,17.93,72648.5
Cotton,Punjab,Rabi,1847,30.32,55995.4
Maize,Maharashtra,Kharif,2100,23.14,48590.34
Maize,Punjab,Kharif,550,21.09,11598.26
Soybean,Tamil Nadu,Rabi,4599,30.88,142031.42
Soybean,Gujarat,Kharif,1821,30.71,55929.01
Maize,Tamil Nadu,Kharif,3632,21.09,76594.25
Rice,Gujarat,Kharif,2880,26.63,76700.67
Maize,Maharashtra,Kharif,1798,29.84,53655.54
Rice,Gujarat,Kharif,3788,16.8,63640.25
Soybean,Karnataka,Kharif,1283,20.81,26696.41
Wheat,Punjab,Kharif,4831,15.07,72790.21
Soybean,Karnataka,Rabi,1870,25.93,48496.78
Wheat,Gujarat,Kharif,2868,19.32,55397.23
Maize,Gujarat,Rabi,1838,27.94,51352.32
Rice,Punjab,Rabi,3986,33.89,135101.55
Rice,Gujarat,Kharif,4188,17.06,71432.98
Soybean,Gujarat,Kharif,4665,22.13,103241.59
Maize,Punjab,Rabi,1377,19.09,26284.24
Maize,Karnataka,Rabi,1072,32.81,35177.67
Soybean,Punjab,Rabi,3133,21.65,67821.42
Rice,Karnataka,Rabi,1482,31.78,47090.95
Rice,Punjab,Kharif,1282,24.11,30905.06
Wheat,Karnataka,Rabi,820,34.47,28264.59
Cotton,Tamil Nadu,Kharif,3569,17.96,64099.97
Soybean,Maharashtra,Rabi,2285,16.22,37061.57
Cotton,Gujarat,Rabi,4771,27.57,131553.93
Soybean,Maharashtra,Rabi,4435,29.01,128644.65
Soybean,Karnataka,Rabi,3112,28.99,90226.63
Maize,Maharashtra,Kharif,3614,26.1,94316.69
Cotton,Gujarat,Rabi,3856,19.16,73890.22
Maize,Maharashtra,Rabi,2382,19.04,45347.42
Rice,Karnataka,Kharif,4237,18.55,78578.44
Soybean,Gujarat,Kharif,2170,31.01,67301.64
Wheat,Karnataka,Rabi,2119,18.53,39265.59
Wheat,Karnataka,Rabi,3724,16.46,61283.67
Rice,Gujarat,Kharif,1024,23.76,24335.29
Maize,Maharashtra,Kharif,1680,18.16,30508.28
Maize,Maharashtra,Kharif,2107,26.39,55605.52
Soybean,Tamil Nadu,Rabi,4368,21.18,92535.51
Maize,Karnataka,Rabi,1261,17.65,22262.69
Maize,Gujarat,Rabi,3795,25.49,96749.88
Maize,Maharashtra,Rabi,4243,28.69,121749.44
Wheat,Tamil Nadu,Rabi,824,27.26,22458.82
Maize,Maharashtra,Rabi,561,19.41,10887.03
Rice,Karnataka,Kharif,780,31.98,24946.97
Wheat,Punjab,Kharif,830,15.59,12939.77
Cotton,Punjab,Rabi,1782,32.98,58772.68
Soybean,Tamil Nadu,Kharif,4662,18.43,85922.96
Maize,Karnataka,Kharif,4246,24.3,103198.82
Cotton,Punjab,Rabi,2060,16.66,34328.36
Soybean,Gujarat,Rabi,1380,34.12,47090.4
Wheat,Gujarat,Rabi,4404,32.57,143460.11
Wheat,Karnataka,Kharif,2578,23.92,61667.66
Cotton,Punjab,Kharif,2959,16.87,49926.29
Wheat,Punjab,Rabi,4965,28.43,141153.12
Maize,Gujarat,Rabi,3950,29.37,116018.11
Wheat,Karnataka,Rabi,2295,20.22,46395.51
Soybean,Gujarat,Kharif,3822,34.45,131660.32
Wheat,Maharashtra,Kharif,2890,15.41,44528.4
Wheat,Karnataka,Rabi,3091,23.96,74059.19
Maize,Tamil Nadu,Rabi,4515,15.19,68562.08
Wheat,Gujarat,Kharif,4236,24.4,103350.41
Rice,Gujarat,Rabi,2055,15.35,31545.67
Soybean,Tamil Nadu,Rabi,3401,26.7,90816.74
Soybean,Gujarat,Rabi,954,32.08,30603.67
Cotton,Karnataka,Rabi,3472,33.04,114714.79
Maize,Punjab,Kharif,4311,24.31,104807.03
Rice,Punjab,Kharif,4202,28.26,118734.99
Cotton,Tamil Nadu,Kharif,3880,19.63,76167.57
Maize,Karnataka,Rabi,705,19.54,13774.45
Maize,Maharashtra,Rabi,4364,28.94,126289.21
Wheat,Gujarat,Kharif,2101,25.22,52989.15
Rice,Tamil Nadu,Rabi,636,18.62,11840.89
Maize,Tamil Nadu,Rabi,4568,29.56,135019.22
Cotton,Tamil Nadu,Rabi,4425,31.64,139986.66
Rice,Tamil Nadu,Rabi,4396,28.13,123660.03
Cotton,Gujarat,Kharif,970,29.2,28321.12
Cotton,Karnataka,Rabi,4635,25.39,117681.37
Maize,Karnataka,Kharif,1492,16.96,25305.48
Wheat,Tamil Nadu,Kharif,2298,33.86,77808.9
Cotton,Tamil Nadu,Kharif,4135,23.81,98442.53
Maize,Tamil Nadu,Rabi,3148,34.7,109228.28
Cotton,Punjab,Rabi,2286,16.89,38612.45
Soybean,Karnataka,Rabi,1387,23.24,32230.32
Wheat,Karnataka,Rabi,1848,15.18,28058.34
Soybean,Gujarat,Kharif,1953,17.23,33659.9
Soybean,Maharashtra,Rabi,4195,28.65,120186.13
Rice,Karnataka,Rabi,1554,32.14,49946.4
Soybean,Karnataka,Rabi,3252,19.86,64578.55
Maize,Karnataka,Rabi,1621,26.58,43080.78
Cotton,Tamil Nadu,Kharif,2172,27.22,59114.82
Soybean,Karnataka,Rabi,1045,31.07,32472.9
Wheat,Tamil Nadu,Kharif,3960,24.44,96783.43
Maize,Gujarat,Rabi,2401,31.27,75075.01
Rice,Punjab,Kharif,669,21.18,14168.09
Maize,Karnataka,Kharif,3235,22.41,72509.37
Soybean,Tamil Nadu,Rabi,525,22.93,12038.32
Cotton,Maharashtra,Kharif,722,32.88,23739.5
Wheat,Gujarat,Rabi,3644,23.77,86622.21
Soybean,Tamil Nadu,Rabi,617,34.89,21529.44
Maize,Gujarat,Kharif,4792,23.91,114559.62
Cotton,Punjab,Rabi,3999,24.27,97060.16
Wheat,Maharashtra,Rabi,792,29.03,22989.45
Soybean,Gujarat,Kharif,1620,16.58,26866.43
Wheat,Karnataka,Rabi,1757,15.15,26620.35
Cotton,Gujarat,Kharif,1068,19.93,21286.21
Wheat,Tamil Nadu,Rabi,1245,32.03,39879.52
Rice,Gujarat,Kharif,3554,17.01,60469.13
Maize,Karnataka,Kharif,4113,18.46,75909.56
Soybean,Maharashtra,Rabi,4102,33.89,139009.89
Cotton,Tamil Nadu,Kharif,2989,15.2,45424.17
Cotton,Karnataka,Rabi,4171,18.92,78904.83
Maize,Tamil Nadu,Rabi,3434,19.6,67306.59
Maize,Karnataka,Rabi,3002,32.92,98822.39
Maize,Tamil Nadu,Kharif,4966,29.12,144589.86
Maize,Punjab,Kharif,2446,28.85,70573.98
Cotton,Karnataka,Rabi,3326,21.48,71442.41
Soybean,Gujarat,Kharif,1533,26.15,40091.91
Rice,Maharashtra,Kharif,1161,16.97,19698.48
Cotton,Karnataka,Kharif,2753,31.82,87601.17
Cotton,Maharashtra,Kharif,2722,30.26,82357.15
Rice,Punjab,Kharif,3697,19.25,71166.62
Cotton,Punjab,Rabi,4155,24.68,102534.66
Soybean,Maharashtra,Rabi,1551,30.93,47972.96
Wheat,Gujarat,Kharif,1962,19.15,37569.15
Cotton,Maharashtra,Rabi,890,15.07,13410.71
Maize,Maharashtra,Rabi,1525,33.83,51588.55
Wheat,Punjab,Rabi,684,25.83,17670.66
Cotton,Punjab,Kharif,4352,31.46,136906.77
Cotton,Karnataka,Kharif,4478,28.51,127658.39
Cotton,Maharashtra,Rabi,1415,24.87,35185.01
Soybean,Punjab,Kharif,2261,23.89,54025.39
Soybean,Punjab,Kharif,4704,18.51,87050.06
Cotton,Gujarat,Rabi,3228,30.52,98530.42
Cotton,Karnataka,Kharif,2262,33.36,75460.76
Soybean,Gujarat,Rabi,2937,25.16,73905.75
Rice,Karnataka,Rabi,1147,27.77,31852.86
Soybean,Punjab,Kharif,1932,28.88,55804.36
Soybean,Punjab,Kharif,4980,31.52,156977.42
Rice,Tamil Nadu,Kharif,1276,29.38,37493.4
Maize,Tamil Nadu,Rabi,2207,19.65,43360.87
Wheat,Karnataka,Rabi,1874,25.92,48565.62
Cotton,Gujarat,Rabi,3045,29.53,89917.46
Rice,Maharashtra,Rabi,1083,27.41,29683.57
Wheat,Karnataka,Kharif,4480,28.02,125522.37
Maize,Punjab,Rabi,3581,30.11,107837.63
Cotton,Karnataka,Kharif,1535,26.06,39995.65
Rice,Karnataka,Kharif,3623,23.84,86359.15
Cotton,Maharashtra,Kharif,964,23.05,22218.56
Rice,Gujarat,Kharif,2933,22.57,66207.08
Wheat,Karnataka,Kharif,929,29.13,27063.99
Soybean,Maharashtra,Rabi,2839,20.32,57694.63
Wheat,Tamil Nadu,Kharif,556,29.74,16537.35
Maize,Punjab,Rabi,2653,15.27,40519.69
Cotton,Tamil Nadu,Kharif,1153,23.14,26684.67
Wheat,Maharashtra,Kharif,3167,20.56,65112.46
